[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\MATE 1.lcd
Output Date	27/02/2025
Output Time	05:35:24

[File Information]
Type	Data File
Generated	27/02/2025 04:44:57
Generated by	System Administrator
Modified	27/02/2025 05:35:24
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	27/02/2025 04:45:22
Sample Type	0:Unknown
Level	0
Sample Name	MATE 1
Sample ID	MATE 1
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	25
Injection Volume	10

[Original Files]
Data File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\MATE 1.lcd
Method File	C:\Users\Public\MÉTODOS\MÉTODOS HPLC AUTOMÁTICO\RICARDO BORGES\RMBorges\sciffee\experimental 1 - pool.lcm
Batch File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\BATCH_RM_MIX POOL_26.02.2025.lcb
Report Format File	C:\LabSolutions\System\Default.lsr

[File Description]


[Configuration]
Instrument Name	HPLC analítico (automático)
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	91
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
80	34,283	34,144	34,325	75646	7099	10,656	0,000	 V 			20,697	3141	47,752	0,000	0,045	1,006	0	0	0,000	0,000
81	34,488	34,325	34,592	113136	7595	14,897	0,000	 V 			20,827	10607	14,142	0,000	0,108	1,006	0	0	0,000	0,000
82	35,062	34,592	35,413	1060092	121325	8,738	0,000	 V 			21,190	725245	0,207	0,000	0,763	1,017	0	0	0,000	0,000
83	35,481	35,413	35,552	138296	21023	6,578	0,000	 V 			21,456	234526	0,640	0,000	1,834	1,013	0	0	0,000	0,000
84	35,587	35,552	35,733	120279	14935	8,054	0,000	 V 			21,523	87649	1,711	0,000	0,273	1,003	0	0	0,000	0,000
85	35,843	35,733	35,979	129700	10544	12,300	0,000	 V 			21,684	50908	2,947	0,000	0,458	1,008	0	0	0,000	0,000
86	36,032	35,979	36,096	47494	6966	6,818	0,000	 V 			21,804	2044	73,395	0,000	0,099	1,006	0	0	0,000	0,000
87	36,329	36,096	36,480	148750	7904	18,819	0,000	 V 			21,992	16618	9,026	0,000	0,137	1,009	0	0	0,000	0,000
88	36,778	36,480	36,917	99485	3865	25,737	0,000	 V 			22,276	504	297,506	0,000	0,117	1,013	0	0	0,000	0,000
89	37,041	36,917	37,152	33332	3137	10,624	0,000	 V 			22,442	116366	1,289	0,000	0,075	1,007	0	0	0,000	0,000
90	37,225	37,152	37,376	10797	1325	8,150	0,000	 V 			22,559	24444	6,137	0,000	0,266	1,005	0	0	0,000	0,000
91	38,910	38,656	39,989	1058208	36777	28,774	0,000	   			23,626	349417	0,429	3,032	2,772	1,047	0	0	0,000	0,000

[Compound Results(PDA)]
# of IDs	0

[PDA Multi Chromatogram(Ch1)]
# of Points	      4689
Interval(msec)	640
Start Time(min)	0
End Time(min)	50,0053
Intensity Units	mAU
Intensity Multiplier	1
Type	MultiChrom
Wavelength(nm)	254
Bandwidth(nm)	4
R.Time (min)	Intensity
0,00000	0
0,01067	0
0,02133	0
0,03200	0
0,04267	0
0,05333	0
0,06400	0
0,07467	0
0,08533	0
0,09600	0
0,10667	4
0,11733	5
0,12800	3
0,13867	-5
0,14933	-0
0,16000	2
0,17067	1
0,18133	6
0,19200	4
0,20267	-5
0,21333	-10
0,22400	-6
0,23467	-7
0,24533	-12
0,25600	-4
0,26667	-8
0,27733	-9
0,28800	-8
0,29867	-8
0,30933	-6
0,32000	-2
0,33067	-2
0,34133	-12
0,35200	-12
0,36267	-14
0,37333	-13
0,38400	-20
0,39467	-5
0,40533	-7
0,41600	-13
0,42667	-5
0,43733	-4
0,44800	-9
0,45867	-4
0,46933	-5
0,48000	-5
0,49067	6
0,50133	-4
0,51200	-4
0,52267	-11
0,53333	-9
0,54400	-4
0,55467	-9
0,56533	-6
0,57600	-8
0,58667	-10
0,59733	-11
0,60800	-7
0,61867	-3
0,62933	-7
0,64000	-12
0,65067	-11
0,66133	-15
0,67200	-14
0,68267	-17
0,69333	-5
0,70400	-7
0,71467	-15
0,72533	-17
0,73600	-6
0,74667	-19
0,75733	-15
0,76800	-17
0,77867	-11
0,78933	-13
0,80000	-16
0,81067	-12
0,82133	-7
0,83200	-13
0,84267	-10
0,85333	-14
0,86400	-17
0,87467	-14
0,88533	-17
0,89600	-15
0,90667	-8
0,91733	-9
0,92800	-8
0,93867	-4
0,94933	-5
0,96000	-6
0,97067	-0
0,98133	-9
0,99200	-3
1,00267	-6
1,01333	-4
1,02400	6
1,03467	-1
1,04533	3
1,05600	6
1,06667	-2
1,07733	5
1,08800	2
1,09867	6
1,10933	7
1,12000	10
1,13067	11
1,14133	14
1,15200	17
1,16267	37
1,17333	59
1,18400	95
1,19467	123
1,20533	147
1,21600	194
1,22667	221
1,23733	265
1,24800	319
1,25867	370
1,26933	432
1,28000	500
1,29067	576
1,30133	666
1,31200	786
1,32267	928
1,33333	1082
1,34400	1258
1,35467	1438
1,36533	1609
1,37600	1795
1,38667	1981
1,39733	2207
1,40800	2464
1,41867	2750
1,42933	3099
1,44000	3525
1,45067	4041
1,46133	4715
1,47200	5555
1,48267	6436
1,49333	7245
1,50400	7998
1,51467	8769
1,52533	9659
1,53600	10683
1,54667	11780
1,55733	12770
1,56800	13448
1,57867	13706
1,58933	13555
1,60000	13126
1,61067	12639
1,62133	12243
1,63200	11918
1,64267	11572
1,65333	11029
1,66400	10205
1,67467	9227
1,68533	8306
1,69600	7712
1,70667	7743
1,71733	8987
1,72800	12520
1,73867	18721
1,74933	24589
1,76000	26715
1,77067	25532
1,78133	23360
1,79200	21893
1,80267	21612
1,81333	22130
1,82400	22822
1,83467	23267
1,84533	23244
1,85600	22749
1,86667	21910
1,87733	20888
1,88800	19802
1,89867	18812
1,90933	18045
1,92000	17576
1,93067	17327
1,94133	17092
1,95200	16657
1,96267	16017
1,97333	15291
1,98400	14656
1,99467	14323
2,00533	14533
2,01600	15695
2,02667	18546
2,03733	23674
2,04800	30875
2,05867	38681
2,06933	45134
2,08000	48703
2,09067	49030
2,10133	46761
2,11200	43075
2,12267	39138
2,13333	35784
2,14400	33412
2,15467	31935
2,16533	31000
2,17600	30187
2,18667	29227
2,19733	28114
2,20800	26964
2,21867	25963
2,22933	25099
2,24000	24249
2,25067	23245
2,26133	22022
2,27200	20619
2,28267	19139
2,29333	17676
2,30400	16272
2,31467	14950
2,32533	13779
2,33600	12804
2,34667	12026
2,35733	11399
2,36800	10901
2,37867	10492
2,38933	10133
2,40000	9856
2,41067	9683
2,42133	9632
2,43200	9673
2,44267	9767
2,45333	9879
2,46400	9947
2,47467	9942
2,48533	9847
2,49600	9675
2,50667	9439
2,51733	9179
2,52800	8924
2,53867	8685
2,54933	8503
2,56000	8384
2,57067	8350
2,58133	8409
2,59200	8532
2,60267	8700
2,61333	8849
2,62400	8923
2,63467	8888
2,64533	8728
2,65600	8473
2,66667	8164
2,67733	7844
2,68800	7563
2,69867	7313
2,70933	7121
2,72000	6988
2,73067	6909
2,74133	6882
2,75200	6902
2,76267	6980
2,77333	7189
2,78400	7665
2,79467	8704
2,80533	10717
2,81600	14142
2,82667	19189
2,83733	25706
2,84800	32961
2,85867	39875
2,86933	45317
2,88000	48481
2,89067	49107
2,90133	47439
2,91200	44025
2,92267	39572
2,93333	34693
2,94400	29953
2,95467	25659
2,96533	22042
2,97600	19106
2,98667	16828
2,99733	15036
3,00800	13613
3,01867	12414
3,02933	11363
3,04000	10443
3,05067	9656
3,06133	9004
3,07200	8500
3,08267	8130
3,09333	7874
3,10400	7687
3,11467	7561
3,12533	7468
3,13600	7384
3,14667	7313
3,15733	7242
3,16800	7156
3,17867	7065
3,18933	6953
3,20000	6848
3,21067	6726
3,22133	6613
3,23200	6520
3,24267	6437
3,25333	6382
3,26400	6351
3,27467	6355
